Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
shopify.store.clickOnImportTheme(),Chrome 110.0.0.0,,,2023-03-07 11:20:58,2023-03-07 11:21:19,20.486s,PASSED
"shopify.store.innstallThemeShopifyViaUrl(theme_url, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:21:19,2023-03-07 11:22:15,55.977s,PASSED
shopify.store.clickPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:22:15,2023-03-07 11:23:16,1m - 1.078s,PASSED
shopify.store.confirmPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:23:16,2023-03-07 11:23:26,10.498s,PASSED
"shopify.store_setting.changeStoreCurrency(currency, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:23:26,2023-03-07 11:23:44,17.735s,PASSED
shopify.store_setting.saveStoreSetting(),Chrome 110.0.0.0,,,2023-03-07 11:23:44,2023-03-07 11:23:45,0.490s,PASSED
"shopify.store_setting.changeStorePassword(store_name, ""1"")",Chrome 110.0.0.0,,,2023-03-07 11:23:45,2023-03-07 11:24:04,19.003s,PASSED
Start tear down : teardownIfPassed,Chrome 110.0.0.0,,,2023-03-07 11:24:04,2023-03-07 11:24:04,0.375s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:24:04,2023-03-07 11:29:07,5m - 2.737s,PASSED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:24:04,2023-03-07 11:24:04,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:24:04,2023-03-07 11:24:04,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:24:04,2023-03-07 11:24:06,1.720s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:24:06,2023-03-07 11:24:06,0.130s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:24:06,2023-03-07 11:24:22,16.618s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:24:22,2023-03-07 11:24:23,0.853s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:24:23,2023-03-07 11:24:30,6.535s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:24:30,2023-03-07 11:24:30,0.382s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:24:30,2023-03-07 11:25:52,1m - 21.517s,PASSED
shopify.store.clickOnMenuOnlineStore(),Chrome 110.0.0.0,,,2023-03-07 11:25:52,2023-03-07 11:26:02,10.395s,PASSED
shopify.store.clickOnImportTheme(),Chrome 110.0.0.0,,,2023-03-07 11:26:02,2023-03-07 11:26:23,20.469s,PASSED
"shopify.store.innstallThemeShopifyViaUrl(theme_url, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:26:23,2023-03-07 11:27:17,54.575s,PASSED
shopify.store.clickPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:27:17,2023-03-07 11:28:18,1m - 0.844s,PASSED
shopify.store.confirmPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:28:18,2023-03-07 11:28:28,10.432s,PASSED
"shopify.store_setting.changeStoreCurrency(currency, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:28:28,2023-03-07 11:28:46,17.431s,PASSED
shopify.store_setting.saveStoreSetting(),Chrome 110.0.0.0,,,2023-03-07 11:28:46,2023-03-07 11:28:46,0.556s,PASSED
"shopify.store_setting.changeStorePassword(store_name, ""1"")",Chrome 110.0.0.0,,,2023-03-07 11:28:46,2023-03-07 11:29:07,20.203s,PASSED
Start tear down : teardownIfPassed,Chrome 110.0.0.0,,,2023-03-07 11:29:07,2023-03-07 11:29:07,0.044s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:29:07,2023-03-07 11:34:10,5m - 3.445s,PASSED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:29:07,2023-03-07 11:29:07,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:29:07,2023-03-07 11:29:07,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:29:07,2023-03-07 11:29:08,1.725s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:29:08,2023-03-07 11:29:09,0.132s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:29:09,2023-03-07 11:29:24,15.522s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:29:24,2023-03-07 11:29:25,0.831s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:29:25,2023-03-07 11:29:32,6.536s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:29:32,2023-03-07 11:29:32,0.351s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:29:32,2023-03-07 11:30:54,1m - 22.173s,PASSED
shopify.store.clickOnMenuOnlineStore(),Chrome 110.0.0.0,,,2023-03-07 11:30:54,2023-03-07 11:31:04,10.401s,PASSED
shopify.store.clickOnImportTheme(),Chrome 110.0.0.0,,,2023-03-07 11:31:04,2023-03-07 11:31:25,20.502s,PASSED
"shopify.store.innstallThemeShopifyViaUrl(theme_url, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:31:25,2023-03-07 11:32:19,53.651s,PASSED
shopify.store.clickPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:32:19,2023-03-07 11:33:20,1m - 1.009s,PASSED
shopify.store.confirmPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:33:20,2023-03-07 11:33:30,10.483s,PASSED
"shopify.store_setting.changeStoreCurrency(currency, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:33:30,2023-03-07 11:33:51,20.812s,PASSED
shopify.store_setting.saveStoreSetting(),Chrome 110.0.0.0,,,2023-03-07 11:33:51,2023-03-07 11:33:51,0.545s,PASSED
"shopify.store_setting.changeStorePassword(store_name, ""1"")",Chrome 110.0.0.0,,,2023-03-07 11:33:51,2023-03-07 11:34:10,18.714s,PASSED
Start tear down : teardownIfPassed,Chrome 110.0.0.0,,,2023-03-07 11:34:10,2023-03-07 11:34:10,0.039s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:34:10,2023-03-07 11:38:40,4m - 29.749s,PASSED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:34:10,2023-03-07 11:34:10,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:34:10,2023-03-07 11:34:10,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:34:10,2023-03-07 11:34:12,1.730s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:34:12,2023-03-07 11:34:12,0.133s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:34:12,2023-03-07 11:34:27,15.354s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:34:27,2023-03-07 11:34:28,0.791s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:34:28,2023-03-07 11:34:35,6.569s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:34:35,2023-03-07 11:34:35,0.362s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:34:35,2023-03-07 11:35:54,1m - 19.187s,PASSED
shopify.store.clickOnMenuOnlineStore(),Chrome 110.0.0.0,,,2023-03-07 11:35:54,2023-03-07 11:36:05,10.396s,PASSED
shopify.store.clickOnImportTheme(),Chrome 110.0.0.0,,,2023-03-07 11:36:05,2023-03-07 11:36:25,20.486s,PASSED
"shopify.store.innstallThemeShopifyViaUrl(theme_url, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:36:25,2023-03-07 11:36:51,25.258s,PASSED
shopify.store.clickPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:36:51,2023-03-07 11:37:51,1m - 0.919s,PASSED
shopify.store.confirmPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:37:51,2023-03-07 11:38:02,10.429s,PASSED
"shopify.store_setting.changeStoreCurrency(currency, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:38:02,2023-03-07 11:38:20,18.291s,PASSED
shopify.store_setting.saveStoreSetting(),Chrome 110.0.0.0,,,2023-03-07 11:38:20,2023-03-07 11:38:21,0.570s,PASSED
"shopify.store_setting.changeStorePassword(store_name, ""1"")",Chrome 110.0.0.0,,,2023-03-07 11:38:21,2023-03-07 11:38:40,19.221s,PASSED
Start tear down : teardownIfPassed,Chrome 110.0.0.0,,,2023-03-07 11:38:40,2023-03-07 11:38:40,0.032s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:38:40,2023-03-07 11:39:39,58.919s,FAILED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:38:40,2023-03-07 11:38:40,0.001s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:38:40,2023-03-07 11:38:40,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:38:40,2023-03-07 11:38:42,1.683s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:38:42,2023-03-07 11:38:42,0.134s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:38:42,2023-03-07 11:38:58,15.881s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:38:58,2023-03-07 11:38:59,0.874s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:38:59,2023-03-07 11:39:05,6.534s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:39:05,2023-03-07 11:39:06,0.380s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:39:06,2023-03-07 11:39:39,33.388s,FAILED
Start tear down : teardownIfFailed,Chrome 110.0.0.0,,,2023-03-07 11:39:39,2023-03-07 11:39:39,0.028s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:39:39,2023-03-07 11:44:42,5m - 2.513s,PASSED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:39:39,2023-03-07 11:39:39,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:39:39,2023-03-07 11:39:39,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:39:39,2023-03-07 11:39:41,1.677s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:39:41,2023-03-07 11:39:41,0.138s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:39:41,2023-03-07 11:39:58,17.070s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:39:58,2023-03-07 11:39:59,1.571s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:39:59,2023-03-07 11:40:06,6.629s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:40:06,2023-03-07 11:40:06,0.367s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:40:06,2023-03-07 11:41:29,1m - 22.246s,PASSED
shopify.store.clickOnMenuOnlineStore(),Chrome 110.0.0.0,,,2023-03-07 11:41:29,2023-03-07 11:41:39,10.425s,PASSED
shopify.store.clickOnImportTheme(),Chrome 110.0.0.0,,,2023-03-07 11:41:39,2023-03-07 11:42:00,20.491s,PASSED
"shopify.store.innstallThemeShopifyViaUrl(theme_url, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:42:00,2023-03-07 11:42:53,53.504s,PASSED
shopify.store.clickPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:42:53,2023-03-07 11:43:54,1m - 0.969s,PASSED
shopify.store.confirmPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:43:54,2023-03-07 11:44:05,10.474s,PASSED
"shopify.store_setting.changeStoreCurrency(currency, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:44:05,2023-03-07 11:44:22,17.904s,PASSED
shopify.store_setting.saveStoreSetting(),Chrome 110.0.0.0,,,2023-03-07 11:44:22,2023-03-07 11:44:23,0.554s,PASSED
"shopify.store_setting.changeStorePassword(store_name, ""1"")",Chrome 110.0.0.0,,,2023-03-07 11:44:23,2023-03-07 11:44:41,18.440s,PASSED
Start tear down : teardownIfPassed,Chrome 110.0.0.0,,,2023-03-07 11:44:41,2023-03-07 11:44:42,0.036s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:44:42,2023-03-07 11:45:45,1m - 3.904s,FAILED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:44:42,2023-03-07 11:44:42,0.001s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:44:42,2023-03-07 11:44:42,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:44:42,2023-03-07 11:44:43,1.752s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:44:43,2023-03-07 11:44:43,0.142s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:44:43,2023-03-07 11:45:01,17.065s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:45:01,2023-03-07 11:45:01,0.745s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:45:01,2023-03-07 11:45:08,7.102s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:45:08,2023-03-07 11:45:09,0.369s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:45:09,2023-03-07 11:45:45,36.678s,FAILED
Start tear down : teardownIfFailed,Chrome 110.0.0.0,,,2023-03-07 11:45:45,2023-03-07 11:45:45,0.025s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:45:46,2023-03-07 11:46:47,1m - 1.521s,FAILED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:45:46,2023-03-07 11:45:46,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:45:46,2023-03-07 11:45:46,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:45:46,2023-03-07 11:45:47,1.688s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:45:47,2023-03-07 11:45:47,0.138s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:45:47,2023-03-07 11:46:06,18.158s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:46:06,2023-03-07 11:46:06,0.783s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:46:06,2023-03-07 11:46:13,6.794s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:46:13,2023-03-07 11:46:13,0.352s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:46:13,2023-03-07 11:46:47,33.570s,FAILED
Start tear down : teardownIfFailed,Chrome 110.0.0.0,,,2023-03-07 11:46:47,2023-03-07 11:46:47,0.022s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:46:47,2023-03-07 11:47:45,57.806s,FAILED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:46:47,2023-03-07 11:46:47,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:46:47,2023-03-07 11:46:47,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:46:47,2023-03-07 11:46:49,1.703s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:46:49,2023-03-07 11:46:49,0.138s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:46:49,2023-03-07 11:47:04,14.617s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:47:04,2023-03-07 11:47:04,0.754s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:47:04,2023-03-07 11:47:11,6.590s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:47:11,2023-03-07 11:47:11,0.354s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:47:11,2023-03-07 11:47:45,33.613s,FAILED
Start tear down : teardownIfFailed,Chrome 110.0.0.0,,,2023-03-07 11:47:45,2023-03-07 11:47:45,0.020s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:47:45,2023-03-07 11:52:42,4m - 57.029s,PASSED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:47:45,2023-03-07 11:47:45,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:47:45,2023-03-07 11:47:45,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:47:45,2023-03-07 11:47:47,1.675s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:47:47,2023-03-07 11:47:47,0.137s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:47:47,2023-03-07 11:48:01,14.106s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:48:01,2023-03-07 11:48:02,0.743s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:48:02,2023-03-07 11:48:08,6.538s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:48:08,2023-03-07 11:48:09,0.380s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:48:09,2023-03-07 11:49:30,1m - 21.977s,PASSED
shopify.store.clickOnMenuOnlineStore(),Chrome 110.0.0.0,,,2023-03-07 11:49:30,2023-03-07 11:49:41,10.406s,PASSED
shopify.store.clickOnImportTheme(),Chrome 110.0.0.0,,,2023-03-07 11:49:41,2023-03-07 11:50:01,20.484s,PASSED
"shopify.store.innstallThemeShopifyViaUrl(theme_url, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:50:01,2023-03-07 11:50:53,51.936s,PASSED
shopify.store.clickPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:50:53,2023-03-07 11:51:54,1m - 0.907s,PASSED
shopify.store.confirmPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:51:54,2023-03-07 11:52:05,10.497s,PASSED
"shopify.store_setting.changeStoreCurrency(currency, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:52:05,2023-03-07 11:52:23,18.028s,PASSED
shopify.store_setting.saveStoreSetting(),Chrome 110.0.0.0,,,2023-03-07 11:52:23,2023-03-07 11:52:23,0.562s,PASSED
"shopify.store_setting.changeStorePassword(store_name, ""1"")",Chrome 110.0.0.0,,,2023-03-07 11:52:23,2023-03-07 11:52:42,18.614s,PASSED
Start tear down : teardownIfPassed,Chrome 110.0.0.0,,,2023-03-07 11:52:42,2023-03-07 11:52:42,0.021s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:52:42,2023-03-07 11:57:14,4m - 31.734s,PASSED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:52:42,2023-03-07 11:52:42,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:52:42,2023-03-07 11:52:42,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:52:42,2023-03-07 11:52:44,1.689s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:52:44,2023-03-07 11:52:44,0.131s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:52:44,2023-03-07 11:52:59,14.743s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:52:59,2023-03-07 11:52:59,0.806s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:52:59,2023-03-07 11:53:06,6.542s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:53:06,2023-03-07 11:53:06,0.350s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:53:06,2023-03-07 11:54:28,1m - 21.349s,PASSED
shopify.store.clickOnMenuOnlineStore(),Chrome 110.0.0.0,,,2023-03-07 11:54:28,2023-03-07 11:54:38,10.404s,PASSED
shopify.store.clickOnImportTheme(),Chrome 110.0.0.0,,,2023-03-07 11:54:38,2023-03-07 11:54:59,20.504s,PASSED
"shopify.store.innstallThemeShopifyViaUrl(theme_url, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:54:59,2023-03-07 11:55:25,26.219s,PASSED
shopify.store.clickPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:55:25,2023-03-07 11:56:26,1m - 0.902s,PASSED
shopify.store.confirmPublishTheme(),Chrome 110.0.0.0,,,2023-03-07 11:56:26,2023-03-07 11:56:36,10.435s,PASSED
"shopify.store_setting.changeStoreCurrency(currency, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:56:36,2023-03-07 11:56:54,17.472s,PASSED
shopify.store_setting.saveStoreSetting(),Chrome 110.0.0.0,,,2023-03-07 11:56:54,2023-03-07 11:56:54,0.555s,PASSED
"shopify.store_setting.changeStorePassword(store_name, ""1"")",Chrome 110.0.0.0,,,2023-03-07 11:56:54,2023-03-07 11:57:14,19.584s,PASSED
Start tear down : teardownIfPassed,Chrome 110.0.0.0,,,2023-03-07 11:57:14,2023-03-07 11:57:14,0.026s,PASSED
,,,,,,,
Test Cases/Shopify/CreateStore,Chrome 110.0.0.0,,,2023-03-07 11:57:14,2023-03-07 12:00:29,3m - 14.957s,FAILED
Start listener action : skipStatus,Chrome 110.0.0.0,,,2023-03-07 11:57:14,2023-03-07 11:57:14,0.000s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 110.0.0.0,,,2023-03-07 11:57:14,2023-03-07 11:57:14,0.000s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-07 11:57:14,2023-03-07 11:57:16,1.733s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-07 11:57:16,2023-03-07 11:57:16,0.133s,PASSED
"shopify.store.loginShopifyPartner(partner_email, partner_password, partner_id)",Chrome 110.0.0.0,,,2023-03-07 11:57:16,2023-03-07 11:57:35,19.720s,PASSED
shopify.store.navigateToStoreDevelop(partner_id),Chrome 110.0.0.0,,,2023-03-07 11:57:35,2023-03-07 11:57:36,0.786s,PASSED
shopify.store.inputStoreName(store_name),Chrome 110.0.0.0,,,2023-03-07 11:57:36,2023-03-07 11:57:43,6.573s,PASSED
shopify.store.clickCreateStore(),Chrome 110.0.0.0,,,2023-03-07 11:57:43,2023-03-07 11:57:43,0.385s,PASSED
shopify.store.importProduct(product_file_local),Chrome 110.0.0.0,,,2023-03-07 11:57:43,2023-03-07 11:59:07,1m - 23.502s,PASSED
shopify.store.clickOnMenuOnlineStore(),Chrome 110.0.0.0,,,2023-03-07 11:59:07,2023-03-07 11:59:17,10.415s,PASSED
shopify.store.clickOnImportTheme(),Chrome 110.0.0.0,,,2023-03-07 11:59:17,2023-03-07 11:59:38,20.488s,PASSED
"shopify.store.innstallThemeShopifyViaUrl(theme_url, store_name)",Chrome 110.0.0.0,,,2023-03-07 11:59:38,2023-03-07 12:00:29,51.188s,FAILED
Start tear down : teardownIfFailed,Chrome 110.0.0.0,,,2023-03-07 12:00:29,2023-03-07 12:00:29,0.024s,PASSED
