Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:05:42,2023-02-20 14:05:42,0.090s,PASSED
Start tear down : teardownIfPassed,Chrome 109.0.0.0,,,2023-02-20 14:05:42,2023-02-20 14:05:42,0.033s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:05:42,2023-02-20 14:07:04,1m - 21.798s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:05:42,2023-02-20 14:05:42,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:05:42,2023-02-20 14:05:44,1.701s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:05:44,2023-02-20 14:05:44,0.127s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:05:44,2023-02-20 14:06:11,26.882s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:06:11,2023-02-20 14:06:26,15.888s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:06:26,2023-02-20 14:06:30,3.551s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:06:30,2023-02-20 14:07:02,31.705s,FAILED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:07:02,2023-02-20 14:07:02,0.509s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:07:02,2023-02-20 14:07:02,0.101s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:07:02,2023-02-20 14:07:02,0.108s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:07:02,2023-02-20 14:07:04,1.173s,PASSED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:07:04,2023-02-20 14:07:04,0.039s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:07:04,2023-02-20 14:08:26,1m - 22.340s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:07:04,2023-02-20 14:07:04,0.001s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:07:04,2023-02-20 14:07:05,1.720s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:07:05,2023-02-20 14:07:06,0.129s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:07:06,2023-02-20 14:07:33,27.072s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:07:33,2023-02-20 14:07:48,15.615s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:07:48,2023-02-20 14:07:52,3.829s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:07:52,2023-02-20 14:08:25,32.631s,FAILED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:08:25,2023-02-20 14:08:25,0.508s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:08:25,2023-02-20 14:08:25,0.103s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:08:25,2023-02-20 14:08:25,0.102s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:08:25,2023-02-20 14:08:26,0.561s,PASSED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:08:26,2023-02-20 14:08:26,0.038s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:08:26,2023-02-20 14:10:56,2m - 30.318s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:08:26,2023-02-20 14:08:26,0.001s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:08:26,2023-02-20 14:08:28,1.706s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:08:28,2023-02-20 14:08:28,0.128s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:08:28,2023-02-20 14:08:46,18.317s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:08:46,2023-02-20 14:10:36,1m - 50.005s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:10:36,2023-02-20 14:10:40,3.833s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:10:40,2023-02-20 14:10:50,10.176s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:10:50,2023-02-20 14:10:56,6.092s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:10:56,2023-02-20 14:10:56,0.035s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:10:56,2023-02-20 14:12:39,1m - 42.248s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:10:56,2023-02-20 14:10:56,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:10:56,2023-02-20 14:10:58,1.699s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:10:58,2023-02-20 14:10:58,0.128s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:10:58,2023-02-20 14:11:16,17.388s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:11:16,2023-02-20 14:11:26,10.278s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:11:26,2023-02-20 14:11:32,5.941s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:11:32,2023-02-20 14:12:34,1m - 2.298s,FAILED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:12:34,2023-02-20 14:12:39,4.467s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:12:39,2023-02-20 14:12:39,0.025s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:12:39,2023-02-20 14:13:15,36.277s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:12:39,2023-02-20 14:12:39,0.001s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:12:39,2023-02-20 14:12:40,1.671s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:12:40,2023-02-20 14:12:40,0.135s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:12:40,2023-02-20 14:13:15,34.427s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:13:15,2023-02-20 14:13:15,0.020s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:13:15,2023-02-20 14:14:38,1m - 23.287s,PASSED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:13:15,2023-02-20 14:13:15,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:13:15,2023-02-20 14:13:17,1.688s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:13:17,2023-02-20 14:13:17,0.145s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:13:17,2023-02-20 14:13:34,17.616s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:13:34,2023-02-20 14:13:59,24.674s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:13:59,2023-02-20 14:14:02,3.168s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:14:02,2023-02-20 14:14:29,27.031s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:14:29,2023-02-20 14:14:38,8.656s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:14:38,2023-02-20 14:14:38,0.098s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:14:38,2023-02-20 14:14:38,0.082s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:14:38,2023-02-20 14:14:38,0.089s,PASSED
Start tear down : teardownIfPassed,Chrome 109.0.0.0,,,2023-02-20 14:14:38,2023-02-20 14:14:38,0.025s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:14:38,2023-02-20 14:16:03,1m - 25.087s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:14:38,2023-02-20 14:14:38,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:14:38,2023-02-20 14:14:40,1.710s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:14:40,2023-02-20 14:14:40,0.143s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:14:40,2023-02-20 14:15:05,24.580s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:15:05,2023-02-20 14:15:23,18.728s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:15:23,2023-02-20 14:15:27,3.703s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:15:27,2023-02-20 14:15:58,31.356s,FAILED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:15:58,2023-02-20 14:16:03,4.826s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:16:03,2023-02-20 14:16:03,0.022s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:16:03,2023-02-20 14:17:41,1m - 37.899s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:16:03,2023-02-20 14:16:03,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:16:03,2023-02-20 14:16:05,1.699s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:16:05,2023-02-20 14:16:05,0.143s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:16:05,2023-02-20 14:16:39,33.456s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:16:39,2023-02-20 14:16:59,20.521s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:16:59,2023-02-20 14:17:05,5.493s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:17:05,2023-02-20 14:17:36,31.640s,FAILED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:17:36,2023-02-20 14:17:41,4.910s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:17:41,2023-02-20 14:17:41,0.020s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:17:41,2023-02-20 14:18:51,1m - 9.815s,PASSED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:17:41,2023-02-20 14:17:41,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:17:41,2023-02-20 14:17:43,1.673s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:17:43,2023-02-20 14:17:43,0.144s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:17:43,2023-02-20 14:18:05,22.307s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:18:05,2023-02-20 14:18:26,20.654s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:18:26,2023-02-20 14:18:31,4.605s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:18:31,2023-02-20 14:18:43,12.324s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:18:43,2023-02-20 14:18:51,7.715s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:18:51,2023-02-20 14:18:51,0.116s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:18:51,2023-02-20 14:18:51,0.149s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:18:51,2023-02-20 14:18:51,0.088s,PASSED
Start tear down : teardownIfPassed,Chrome 109.0.0.0,,,2023-02-20 14:18:51,2023-02-20 14:18:51,0.023s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:18:51,2023-02-20 14:20:18,1m - 26.823s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:18:51,2023-02-20 14:18:51,0.001s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:18:51,2023-02-20 14:18:53,1.697s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:18:53,2023-02-20 14:18:53,0.148s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:18:53,2023-02-20 14:19:26,32.840s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:19:26,2023-02-20 14:19:40,13.944s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:19:40,2023-02-20 14:19:44,4.467s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:19:44,2023-02-20 14:20:16,31.811s,FAILED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:20:16,2023-02-20 14:20:16,0.506s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:20:16,2023-02-20 14:20:17,0.117s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:20:17,2023-02-20 14:20:17,0.104s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:20:17,2023-02-20 14:20:18,1.139s,PASSED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:20:18,2023-02-20 14:20:18,0.033s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:20:18,2023-02-20 14:20:54,36.466s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:20:18,2023-02-20 14:20:18,0.001s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:20:18,2023-02-20 14:20:20,1.768s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:20:20,2023-02-20 14:20:20,0.341s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:20:20,2023-02-20 14:20:54,34.317s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-20 14:20:54,2023-02-20 14:20:54,0.022s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:20:54,2023-02-20 14:22:01,1m - 6.553s,PASSED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:20:54,2023-02-20 14:20:54,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:20:54,2023-02-20 14:20:56,1.695s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:20:56,2023-02-20 14:20:56,0.141s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:20:56,2023-02-20 14:21:16,20.201s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:21:16,2023-02-20 14:21:37,20.904s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:21:37,2023-02-20 14:21:41,4.200s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:21:41,2023-02-20 14:21:52,10.092s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:21:52,2023-02-20 14:22:01,9.013s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:22:01,2023-02-20 14:22:01,0.106s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:22:01,2023-02-20 14:22:01,0.086s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:22:01,2023-02-20 14:22:01,0.082s,PASSED
Start tear down : teardownIfPassed,Chrome 109.0.0.0,,,2023-02-20 14:22:01,2023-02-20 14:22:01,0.024s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:22:01,2023-02-20 14:23:04,1m - 3.265s,PASSED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:22:01,2023-02-20 14:22:01,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:22:01,2023-02-20 14:22:03,1.704s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:22:03,2023-02-20 14:22:03,0.131s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:22:03,2023-02-20 14:22:21,17.920s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:22:21,2023-02-20 14:22:43,22.798s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:22:43,2023-02-20 14:22:47,3.245s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:22:47,2023-02-20 14:22:58,10.907s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:22:58,2023-02-20 14:23:04,6.146s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:23:04,2023-02-20 14:23:04,0.175s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:23:04,2023-02-20 14:23:04,0.104s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:23:04,2023-02-20 14:23:04,0.090s,PASSED
Start tear down : teardownIfPassed,Chrome 109.0.0.0,,,2023-02-20 14:23:04,2023-02-20 14:23:04,0.024s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:23:04,2023-02-20 14:24:06,1m - 1.937s,PASSED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:23:04,2023-02-20 14:23:04,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:23:04,2023-02-20 14:23:06,1.711s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:23:06,2023-02-20 14:23:06,0.138s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:23:06,2023-02-20 14:23:23,16.957s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:23:23,2023-02-20 14:23:46,23.506s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:23:46,2023-02-20 14:23:50,3.405s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:23:50,2023-02-20 14:24:00,10.103s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:24:00,2023-02-20 14:24:06,5.674s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:24:06,2023-02-20 14:24:06,0.181s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:24:06,2023-02-20 14:24:06,0.114s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:24:06,2023-02-20 14:24:06,0.099s,PASSED
Start tear down : teardownIfPassed,Chrome 109.0.0.0,,,2023-02-20 14:24:06,2023-02-20 14:24:06,0.034s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:24:06,2023-02-20 14:25:39,1m - 32.839s,PASSED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:24:06,2023-02-20 14:24:06,0.001s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:24:06,2023-02-20 14:24:08,1.678s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:24:08,2023-02-20 14:24:08,0.131s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:24:08,2023-02-20 14:24:29,21.520s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-20 14:24:29,2023-02-20 14:24:53,23.413s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-20 14:24:53,2023-02-20 14:24:59,5.914s,PASSED
shopify.store.clickOnShopifyUserCard(),Chrome 109.0.0.0,,,2023-02-20 14:24:59,2023-02-20 14:25:10,11.014s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-20 14:25:10,2023-02-20 14:25:39,28.856s,PASSED
alireview.install.onboardingSelectStyle(layout_type),Chrome 109.0.0.0,,,2023-02-20 14:25:39,2023-02-20 14:25:39,0.101s,PASSED
alireview.install.onboardingNext(),Chrome 109.0.0.0,,,2023-02-20 14:25:39,2023-02-20 14:25:39,0.089s,PASSED
alireview.install.clickGetStartOnboarding(),Chrome 109.0.0.0,,,2023-02-20 14:25:39,2023-02-20 14:25:39,0.085s,PASSED
Start tear down : teardownIfPassed,Chrome 109.0.0.0,,,2023-02-20 14:25:39,2023-02-20 14:25:39,0.018s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-20 14:25:39,2023-02-20 14:26:49,1m - 10.217s,PASSED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-20 14:25:39,2023-02-20 14:25:39,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-20 14:25:39,2023-02-20 14:25:41,1.732s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-20 14:25:41,2023-02-20 14:25:41,0.136s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-20 14:25:41,2023-02-20 14:26:01,19.926s,PASSED
