Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-16 17:27:39,2023-02-16 17:27:39,0.032s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-16 17:27:39,2023-02-16 17:28:33,54.514s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-16 17:27:39,2023-02-16 17:27:39,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-16 17:27:39,2023-02-16 17:27:40,1.610s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-16 17:27:40,2023-02-16 17:27:41,0.114s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-16 17:27:41,2023-02-16 17:27:59,18.123s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-16 17:27:59,2023-02-16 17:28:19,19.912s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-16 17:28:19,2023-02-16 17:28:24,4.934s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-16 17:28:24,2023-02-16 17:28:33,9.771s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-16 17:28:33,2023-02-16 17:28:33,0.031s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-16 17:28:33,2023-02-16 17:29:34,1m - 0.187s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-16 17:28:33,2023-02-16 17:28:33,0.001s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-16 17:28:33,2023-02-16 17:28:35,1.570s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-16 17:28:35,2023-02-16 17:28:35,0.111s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-16 17:28:35,2023-02-16 17:28:53,17.741s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-16 17:28:53,2023-02-16 17:29:14,21.603s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-16 17:29:14,2023-02-16 17:29:25,10.935s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-16 17:29:25,2023-02-16 17:29:33,8.174s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-16 17:29:33,2023-02-16 17:29:34,0.035s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-16 17:29:34,2023-02-16 17:30:24,50.038s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-16 17:29:34,2023-02-16 17:29:34,0.001s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-16 17:29:34,2023-02-16 17:29:35,1.565s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-16 17:29:35,2023-02-16 17:29:35,0.112s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-16 17:29:35,2023-02-16 17:29:53,17.460s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-16 17:29:53,2023-02-16 17:30:14,20.912s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-16 17:30:14,2023-02-16 17:30:16,2.596s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-16 17:30:16,2023-02-16 17:30:24,7.343s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-16 17:30:24,2023-02-16 17:30:24,0.033s,PASSED
,,,,,,,
Test Cases/Alireview/Install new store free,Chrome 109.0.0.0,,,2023-02-16 17:30:24,2023-02-16 17:31:17,53.571s,FAILED
Start listener action : skipStatus,Chrome 109.0.0.0,,,2023-02-16 17:30:24,2023-02-16 17:30:24,0.000s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-16 17:30:24,2023-02-16 17:30:25,1.588s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-16 17:30:25,2023-02-16 17:30:25,0.114s,PASSED
"shopify.store.loginToStoreAdmin(partner_email, partner_password, store_name)",Chrome 109.0.0.0,,,2023-02-16 17:30:25,2023-02-16 17:30:43,17.271s,PASSED
"alireview.install.inputRawDomain(store_name, host)",Chrome 109.0.0.0,,,2023-02-16 17:30:43,2023-02-16 17:31:04,21.371s,PASSED
alireview.install.installStep1(),Chrome 109.0.0.0,,,2023-02-16 17:31:04,2023-02-16 17:31:08,3.606s,PASSED
alireview.install.onboardingSelectColor(color),Chrome 109.0.0.0,,,2023-02-16 17:31:08,2023-02-16 17:31:17,9.565s,FAILED
Start tear down : teardownIfFailed,Chrome 109.0.0.0,,,2023-02-16 17:31:17,2023-02-16 17:31:17,0.039s,PASSED
